Id,SalePrice
1461,125926.8046875
1462,158069.53125
1463,184040.1875
1464,194084.71875
1465,176716.625
1466,178924.828125
1467,178539.9375
1468,167396.078125
1469,170622.734375
1470,125659.8203125
1471,202832.59375
1472,95272.75
1473,95079.3046875
1474,155385.15625
1475,118278.6484375
1476,391028.8125
1477,254814.875
1478,291800.5625
1479,222101.0625
1480,510068.0625
1481,310993.3125
1482,212752.140625
1483,158718.828125
1484,163438.625
1485,175289.703125
1486,194181.65625
1487,359897.875
1488,236216.0
1489,210607.109375
1490,223026.171875
1491,192963.796875
1492,89762.8671875
1493,205419.953125
1494,291635.8125
1495,281170.9375
1496,225295.375
1497,171293.859375
1498,155184.3125
1499,157627.796875
1500,148684.65625
1501,181689.15625
1502,146219.71875
1503,323964.03125
1504,226192.90625
1505,222798.5625
1506,191169.078125
1507,248703.6875
1508,191081.546875
1509,166838.859375
1510,149917.1875
1511,135637.03125
1512,165091.359375
1513,148836.0625
1514,188039.625
1515,212076.828125
1516,171204.375
1517,150846.671875
1518,129716.9453125
1519,230930.15625
1520,130330.5859375
1521,130350.375
1522,174014.3125
1523,104625.34375
1524,117512.828125
1525,126563.578125
1526,128156.3984375
1527,106980.1796875
1528,139431.421875
1529,147593.5
1530,178281.359375
1531,113449.7109375
1532,112239.109375
1533,157485.046875
1534,120634.8203125
1535,167166.078125
1536,119568.609375
1537,80705.4921875
1538,193732.546875
1539,187881.046875
1540,94768.0859375
1541,152705.875
1542,140026.796875
1543,248208.421875
1544,89938.015625
1545,105913.921875
1546,136972.84375
1547,142826.765625
1548,137495.75
1549,115445.7734375
1550,137903.390625
1551,122392.375
1552,138079.59375
1553,161959.203125
1554,110485.4375
1555,175292.03125
1556,87600.0
1557,106602.78125
1558,89815.0078125
1559,81980.3828125
1560,136326.40625
1561,149114.8125
1562,128361.484375
1563,122079.84375
1564,147643.625
1565,144623.3125
1566,226999.765625
1567,67351.4453125
1568,207020.71875
1569,133863.171875
1570,127203.15625
1571,134087.546875
1572,151337.765625
1573,257613.765625
1574,113599.875
1575,226016.859375
1576,227581.953125
1577,206781.59375
1578,148371.25
1579,153625.71875
1580,201405.734375
1581,151850.5625
1582,128426.328125
1583,340237.4375
1584,232168.078125
1585,142186.078125
1586,78947.4453125
1587,93351.9140625
1588,142714.1875
1589,102807.28125
1590,136350.0
1591,93857.46875
1592,125848.28125
1593,138885.46875
1594,134677.484375
1595,113937.1796875
1596,247697.703125
1597,181566.46875
1598,188115.234375
1599,189080.421875
1600,179530.046875
1601,66589.875
1602,107981.796875
1603,83979.2109375
1604,282145.65625
1605,234702.703125
1606,168792.359375
1607,140546.25
1608,226688.9375
1609,206441.25
1610,157475.875
1611,141273.453125
1612,157910.25
1613,164305.140625
1614,123281.8359375
1615,88890.9375
1616,60950.8671875
1617,90706.875
1618,128340.265625
1619,146123.484375
1620,159107.296875
1621,137655.078125
1622,152975.484375
1623,307722.0
1624,207220.0
1625,130209.546875
1626,165620.34375
1627,187641.953125
1628,273699.25
1629,183535.28125
1630,365763.0
1631,225103.859375
1632,243849.046875
1633,168677.75
1634,184663.34375
1635,179078.703125
1636,153700.9375
1637,186577.4375
1638,204492.765625
1639,189159.625
1640,258626.078125
1641,179281.59375
1642,214495.125
1643,211725.78125
1644,214810.25
1645,186397.71875
1646,157325.734375
1647,156004.453125
1648,131059.578125
1649,140234.890625
1650,125177.3984375
1651,127032.28125
1652,93445.171875
1653,93542.9375
1654,150094.5625
1655,147430.609375
1656,146551.25
1657,150232.71875
1658,143193.171875
1659,131741.875
1660,150884.046875
1661,475247.40625
1662,439980.21875
1663,411668.40625
1664,348956.1875
1665,305633.03125
1666,319271.5625
1667,371177.6875
1668,337810.65625
1669,293916.21875
1670,376637.9375
1671,257203.421875
1672,486141.1875
1673,292085.6875
1674,253166.78125
1675,185902.328125
1676,190650.453125
1677,233647.546875
1678,486772.3125
1679,363827.0
1680,348172.125
1681,279399.40625
1682,269795.71875
1683,167947.015625
1684,175292.390625
1685,173855.0
1686,167051.75
1687,164332.34375
1688,185241.03125
1689,189555.328125
1690,185681.375
1691,176657.4375
1692,268319.03125
1693,168246.546875
1694,184567.875
1695,169067.421875
1696,286600.8125
1697,188489.3125
1698,387668.5625
1699,358444.71875
1700,248779.15625
1701,257228.890625
1702,263638.15625
1703,258863.171875
1704,299466.8125
1705,234412.921875
1706,499256.8125
1707,214189.53125
1708,214304.890625
1709,327249.15625
1710,224337.15625
1711,248032.0625
1712,245616.21875
1713,265351.21875
1714,208155.640625
1715,203400.21875
1716,210667.453125
1717,182918.625
1718,137784.140625
1719,189580.796875
1720,237547.828125
1721,167967.984375
1722,123554.21875
1723,157876.046875
1724,227504.578125
1725,241612.40625
1726,185877.96875
1727,148654.34375
1728,188994.453125
1729,160627.078125
1730,175332.34375
1731,125750.359375
1732,131902.09375
1733,116328.640625
1734,129196.453125
1735,134231.734375
1736,116315.4296875
1737,382253.78125
1738,213732.3125
1739,310985.25
1740,200764.34375
1741,208979.234375
1742,171906.296875
1743,168059.109375
1744,321459.90625
1745,202841.40625
1746,219084.28125
1747,217130.828125
1748,235571.1875
1749,147944.609375
1750,137557.90625
1751,243993.09375
1752,121959.1328125
1753,148016.46875
1754,217182.15625
1755,160795.546875
1756,129343.828125
1757,122248.4921875
1758,138217.171875
1759,171731.125
1760,160294.03125
1761,147820.328125
1762,168314.921875
1763,163739.09375
1764,96989.2421875
1765,177024.890625
1766,157947.328125
1767,212573.359375
1768,143467.625
1769,182369.859375
1770,143769.0625
1771,132065.140625
1772,134447.71875
1773,137489.109375
1774,109775.5078125
1775,130865.7890625
1776,123420.25
1777,112373.6328125
1778,129805.5546875
1779,106925.2578125
1780,190427.375
1781,128869.828125
1782,91458.640625
1783,135458.40625
1784,103055.65625
1785,112849.1953125
1786,166997.234375
1787,171139.84375
1788,48496.95703125
1789,104147.0859375
1790,70726.0078125
1791,181127.171875
1792,159342.328125
1793,132517.515625
1794,148330.3125
1795,129136.515625
1796,116063.40625
1797,123591.8203125
1798,121044.4375
1799,109828.8828125
1800,118234.1640625
1801,134423.671875
1802,158766.40625
1803,148283.484375
1804,137072.84375
1805,139499.125
1806,111082.7578125
1807,126998.890625
1808,121877.9765625
1809,117498.484375
1810,155371.375
1811,113046.703125
1812,98115.453125
1813,127380.1171875
1814,95442.46875
1815,49985.33984375
1816,90245.0859375
1817,104960.5546875
1818,150608.75
1819,119007.46875
1820,57804.8828125
1821,107853.1875
1822,142663.59375
1823,45206.46484375
1824,136416.734375
